1.021678004,158.068,0.261201814
1.317732426,157.29,0.174149659
1.573151927,202.715,0.357460317
1.930612244,205.569,0.252063492
2.739954648,191.432,0.294489795
3.034444444,184.416,0.582063492
3.959002267,166.95,0.296054421
4.260839002,196.353,0.139319727
4.545306122,179.645,0.654693877
5.200000000,184.606,0.314761904
5.741133786,148.323,0.203174603
6.019773242,162.736,0.325079365
6.350657596,184.561,0.327142857
6.677800453,200.716,0.142607709
6.820408163,160.266,0.342970521
7.285260770,195.35,0.214784580
7.505827664,163.563,0.383129251
7.894784580,179.006,0.203174603
8.121179138,163.473,0.377301587
8.753922902,165.411,0.301859410
10.536054421,162.58,0.286780045
10.822834467,166.254,0.136984126
11.093333333,187.129,0.232176870
11.418412698,203.975,0.325079365
12.347210884,184.397,0.379319727
12.726530612,183.289,0.532063492
13.595283446,158.866,0.267029478
13.868117913,189.595,0.417981859
14.297687074,183.3,0.494149659
14.791836734,182.263,0.399795918
15.365804988,164.261,0.220612244
15.615419501,163.037,0.272811791
15.928888888,183.27,0.354081632
16.288798185,207.214,0.156734693
16.561632653,165.365,0.179931972
16.909931972,191.982,0.208979591
17.124693877,165.275,0.381428571
17.506122448,175.012,0.204875283
17.728435374,163.399,0.406349206
18.320544217,160.44,0.272834467
