0.702403628,244.676,0.499229024
1.259682539,271.531,0.499229024
1.782108843,260.011,0.667573696
2.455487528,249.648,0.168344671
2.734149659,272.062,0.388911564
3.239183673,282.386,0.313469387
3.709387755,347.59,0.528231292
4.266666666,361.371,0.365714285
4.771700680,361.884,0.464399092
5.270907029,348.356,0.304263038
5.575170068,333.062,0.136916099
5.799183673,326.887,0.243786848
6.048798185,296.859,0.191564625
6.246167800,332.052,0.278639455
6.530612244,298.719,0.139319727
6.716371882,369.083,1.532517006
8.248888888,351.421,0.446984126
