0.354104308,348.518,0.441179138
0.795283446,399.336,0.168367346
0.981043083,415.528,1.068117913
2.130430839,308.667,0.359909297
2.496145124,321.04,0.133514739
2.693514739,462.849,1.195804988
4.197006802,408.41,0.359931972
4.585941043,347.638,0.267120181
4.853061224,350.309,0.179886621
5.050340136,346.406,0.435374149
5.485714285,350.57,0.278616780
5.770136054,392.462,0.446984126
6.217120181,413.142,0.986848072
7.436190476,348.635,0.294421768
7.730612244,404.565,0.158390022
7.900589569,413.896,1.015873015
9.108027210,316.094,0.276598639
9.384625850,490.906,0.222630385
9.676916099,472.74,1.062290249
10.971428571,415.332,0.249614512
11.226848072,473.857,0.235827664
11.462675736,522.794,0.529455782
11.992131519,521.111,0.221564625
12.236916099,528.033,0.557278911
12.823219954,470.132,0.441179138
13.264399092,412.006,1.346757369
15.255510204,620.428,0.534058956
15.859229024,488.161,0.568888888
16.474557823,466.806,1.184217687
17.751655328,409.867,0.464399092
18.216054421,417.048,0.446984126
18.663038548,617.482,0.626938775
19.388662131,524.232,0.400544217
19.864671201,414.404,1.422222222
21.582947845,413.156,0.412131519
21.995079365,427.864,0.174172335
22.175056689,366.989,0.722902494
22.897959183,308.104,0.484535147
23.452154195,310.638,1.729886621
25.396825396,255.276,0.174149659
25.629024943,271.732,0.481179138
26.110204081,280.031,0.215419501
26.325623582,266.235,0.197369614
26.534603174,280.736,0.232199546
26.766802721,261.153,0.237278911
27.004081632,279.62,0.236734693
27.240816326,279.873,0.224716553
27.465532879,261.521,0.177800453
27.701405895,206.551,1.079727891
