0.696598639,244.092,0.528231292
1.248072562,254.388,0.135600907
1.383673469,276.525,0.155102040
1.538775510,273.378,0.208503401
1.758911564,274.173,0.452766439
2.263945578,236.199,0.354081632
2.710929705,270.913,0.412154195
3.210158730,282.367,0.348299319
3.697777777,340.759,0.557278911
4.272471655,363.191,0.354104308
4.725260770,359.132,0.528253968
5.265124716,349.557,0.319274376
5.601814058,333.062,0.110294784
5.723718820,329.048,0.307641723
6.042993197,299.19,0.185759637
6.257777777,332.07,0.272834467
6.536417233,297.316,0.121904761
6.710566893,369.338,1.544104308
8.260498866,356.526,0.412154195
