1.758911564,184.692,0.203174603
1.962086167,214.574,0.347505668
2.309591836,215.367,0.167641723
2.477233560,214.195,0.349795918
2.827029478,245.595,0.139297052
2.966326530,274.968,0.441201814
3.430748299,440.316,1.584761904
5.294149659,202.313,0.469115646
5.763265306,209.182,0.212244897
5.975510204,206.243,0.314285714
6.289795918,203.507,0.200158730
6.489954648,207.075,0.272857142
6.762811791,225.12,0.214761904
6.983401360,249.85,0.168344671
7.285260770,413.833,1.666031746
9.264761904,213.516,0.456349206
9.721111111,219.325,0.164761904
9.949750566,217.023,0.319297052
10.274829931,216.591,0.259863945
10.534693877,219.765,0.297392290
10.832086167,243.852,0.185782312
11.023673469,277.963,0.284444444
11.331337868,369.334,2.670294784
14.431201814,318.435,0.586281179
15.023310657,274.121,0.470204081
15.499319727,241.184,0.336689342
15.841814058,271.754,0.256145124
16.097959183,271.524,1.073197278
