0.702403628,244.237,0.522448979
1.248072562,269.372,0.510816326
1.764716553,272.639,0.464376417
2.263945578,232.812,0.388911564
2.716734693,270.209,0.412131519
3.210158730,281.273,0.342471655
3.674557823,343.689,0.545646258
4.243446712,360.112,0.400521541
4.719455782,361.045,0.517278911
5.236734693,346.636,0.297959183
5.534693877,335.848,0.160000000
5.746938775,329.043,0.284444444
6.048798185,297.7,0.197346938
6.251950113,331.341,0.272834467
6.530612244,298.44,0.139319727
6.710566893,369.069,1.526689342
8.243083900,352.026,0.429569160
