2.002721088,204.357,0.243809523
2.246530612,215.451,0.220589569
2.472902494,216.305,0.330907029
2.803809523,229.517,0.319251700
3.128888888,272.972,0.185759637
3.430748299,376.453,0.220589569
3.651337868,441.885,1.509274376
5.532154195,207.146,0.490997732
6.023151927,206.104,0.179954648
6.203106575,204.997,0.366780045
6.569886621,206.441,0.187120181
6.757006802,224.874,0.261224489
7.018231292,244.685,0.185759637
7.203990929,248.966,0.139342403
7.436190476,415.976,1.515102040
9.450521541,217.899,0.452789115
9.955555555,217.221,0.208956916
10.187755102,217.307,0.423741496
10.611496598,221.272,0.208979591
10.820476190,245.158,0.278662131
11.099138321,274.137,0.232222222
11.331360544,350.525,0.160521541
11.491882086,369.594,2.672267573
14.791111111,277.847,0.487619047
15.278730158,241.21,0.551473922
15.835986394,272.318,0.209070294
16.045056689,265.522,0.278571428
16.323628117,276.254,1.195827664
